Age,NumOfProducts,CreditScore,RowNumber,EstimatedSalary,Balance,CustomerId,Surname,Exited
41,1,434,8729,56784.11,108128.52,15711687,Nero,0
40,1,734,7829,12799.23,176914.8,15581286,Castro,0
28,2,760,1769,16287.38,141038.57,15770525,T'an,0
30,2,709,6809,134732.99,115479.48,15720134,Reynolds,0
35,2,588,4705,155485.24,0.0,15754113,Li,0
31,2,512,3870,49326.07,0.0,15674929,Anderson,0
47,1,669,1656,58170.24,61196.54,15659105,Borchgrevink,0
45,1,516,3188,115818.16,109044.3,15713912,Nebechukwu,0
40,2,749,684,86333.63,141782.57,15786905,Russo,0
69,2,673,4171,37196.15,78833.15,15605665,Nwora,0
52,2,679,4478,54038.62,135870.01,15595609,Sykes,0
39,2,539,462,36692.17,0.0,15718443,Chibuzo,0
34,1,726,5765,102036.82,185734.75,15791851,Afanasyeva,0
41,3,610,7523,56118.81,0.0,15729718,Stelzer,1
45,1,698,4503,141970.02,164450.94,15632118,Pirozzi,1
57,1,575,9710,84475.13,137936.94,15682839,Genovesi,0
22,1,628,319,85426.28,0.0,15677512,McEncroe,0
28,1,546,1146,159254.29,0.0,15601688,Piccio,0
37,1,610,5095,114514.64,0.0,15617166,Ritchie,0
32,1,831,1394,191260.74,146033.62,15646276,Metcalfe,0
28,1,581,6624,29937.75,104367.5,15610753,Cremonesi,0
31,2,661,1502,14490.79,144162.3,15801548,Buckland,0
44,2,729,6409,153064.87,107726.93,15738497,Chukwujamuike,0
45,3,745,377,122381.02,117231.63,15583456,Gardiner,1
23,2,709,411,129590.18,0.0,15566594,McKenzie,0
37,2,655,1661,10511.13,111852.84,15682356,Veltri,0
39,1,686,3152,136643.84,111695.62,15584320,Brennan,0
38,1,589,1624,79915.28,0.0,15804516,Builder,0
40,3,623,5610,31669.18,0.0,15661945,Nicolay,0
35,2,585,8533,98621.04,0.0,15780805,Lu,1
35,2,499,5803,10722.54,0.0,15716236,Milani,0
51,1,605,5307,165574.54,104760.82,15749638,Kaodilinakachukwu,1
38,1,554,7087,194138.36,138731.95,15649160,Vavilov,0
51,1,603,8898,93739.71,186825.57,15740442,May,1
42,1,538,7489,119216.46,80380.24,15687765,Chukwujamuike,0
47,2,692,9616,150802.41,0.0,15664860,Chao,1
31,2,644,9218,41872.17,0.0,15762588,Kaleski,0
37,2,513,1673,110142.34,0.0,15713854,Cremonesi,0
43,1,669,2359,15602.8,163159.85,15665438,Hs?,0
62,2,709,8468,82195.15,0.0,15667456,Ross,0
28,1,712,275,93883.53,145605.44,15800116,Bowman,0
57,1,351,2474,169621.69,163146.46,15679249,Chou,1
33,1,728,5490,36083.96,129907.63,15703778,Hughes,0
36,1,580,4772,12099.67,74974.89,15716619,Chiebuka,0
42,1,646,2108,22909.56,99836.47,15714586,Marcelo,0
47,2,694,7501,197528.62,0.0,15652289,Williams,0
27,2,712,4415,147261.58,113174.21,15657321,Arkwookerum,0
36,1,584,8139,70240.79,109646.83,15588580,Kennedy,0
27,2,535,8661,49775.58,0.0,15790594,Bednall,0
34,2,639,8240,156648.81,149940.04,15753955,Lori,0
33,1,732,2418,45098.62,111379.55,15800845,Artemieva,0
31,2,681,8772,48226.76,97338.19,15621093,Teng,0
41,1,632,2237,177644.52,126550.7,15712849,Tung,1
29,1,769,3768,188382.77,145471.37,15765952,Milanesi,0
35,1,825,9792,26342.33,118336.95,15742091,Parkhill,1
28,2,841,9990,179436.6,0.0,15605622,McMillan,0
33,1,627,9966,159334.93,83199.05,15690164,Shao,0
24,2,742,7324,4070.28,0.0,15750476,Hendrick,0
23,1,571,1384,17163.75,151097.28,15696637,Sung,0
32,1,763,3102,30886.35,160680.41,15809347,Fanucci,0
59,2,567,3922,25843.7,0.0,15743871,Nkemdirim,1
34,2,636,6686,38570.13,0.0,15606861,Tien,0
26,1,690,3195,61257.83,118097.87,15673539,Napolitani,0
44,1,452,1942,69697.74,88915.85,15645956,Jideofor,0
56,2,793,7714,29880.99,119496.25,15786215,Udinese,0
41,1,605,4897,28427.84,91612.91,15640464,Parkes,0
53,1,752,4783,51587.04,114233.18,15722611,Cameron,0
38,2,569,1497,79618.79,0.0,15799156,Okwuadigbo,0
54,1,710,1958,167023.95,171137.62,15674922,Beavers,1
54,1,411,9172,76621.49,0.0,15660475,Ndubueze,0
36,2,818,9746,8037.03,0.0,15603883,Ch'in,0
42,2,788,7333,64746.07,138650.49,15711635,Chu,0
52,1,530,7950,109960.4,106723.28,15617486,Sullivan,1
29,2,590,3018,122487.73,166930.76,15701962,Scott,0
39,1,640,6747,105997.25,0.0,15768682,Amies,0
34,1,734,514,13107.24,133598.4,15593601,Isayev,0
46,2,581,3935,104272.04,0.0,15705765,Lane,0
39,2,759,3026,140497.67,0.0,15745232,Chikelu,0
41,1,645,1200,28667.56,0.0,15769169,Trentino,0
38,1,478,5029,51820.87,171913.87,15761168,Manna,1
39,2,527,9785,167183.07,0.0,15687626,Zhirov,1
61,1,609,922,22447.85,0.0,15743411,Chiawuotu,1
31,2,670,4650,175894.24,142631.54,15785815,Toscano,0
29,1,710,5333,188022.44,119670.18,15782641,Brown,0
39,2,702,1077,99654.13,0.0,15750929,Burgess,0
42,2,599,6769,113868.4,0.0,15594039,Lung,0
46,2,640,9411,155876.06,107978.4,15734659,Sozonov,0
41,2,594,1672,42050.24,122545.65,15586880,P'eng,0
33,2,571,475,102750.7,0.0,15603156,Elewechi,0
58,2,652,9187,193502.9,116353.2,15569452,Butler,0
40,2,606,8840,166656.18,144757.97,15774328,Boni,0
44,2,681,5759,24208.84,91115.76,15610972,Crawford,1
34,1,807,6298,114448.13,0.0,15625247,Scott,0
41,1,774,2479,102426.06,126670.37,15652808,Monaldo,0
31,2,680,5494,36145.53,0.0,15682084,Chinomso,0
44,1,658,3915,14178.73,168396.34,15669326,Gordon,0
45,2,718,2139,193724.51,105266.32,15688619,Scott,0
39,1,704,5455,6416.92,0.0,15754301,Bruche,0
21,1,627,5380,169156.64,98993.02,15730796,Barker,0
41,1,664,8986,164924.11,123428.69,15802118,Ignatieff,0
38,1,535,4024,9238.35,85982.07,15629187,Titheradge,0
33,1,604,3486,42171.13,0.0,15728456,Martinez,1
47,1,661,2456,107243.31,0.0,15727490,Scott,1
40,1,583,2465,5635.63,107041.3,15725818,Chibuzo,0
34,1,504,8697,136909.88,54980.81,15647572,Greece,0
50,1,652,1370,17160.94,125437.64,15722902,Chizuoke,1
22,1,550,6689,51721.52,154377.3,15814267,Zhdanova,0
20,2,790,7457,168152.76,0.0,15598614,Lucchesi,0
33,1,583,9975,13549.24,122531.86,15695474,Barker,0
67,2,796,1902,54871.02,0.0,15781034,Mason,0
40,2,763,4872,134281.11,0.0,15575858,Bergamaschi,0
40,2,585,4711,137028.51,162261.01,15685653,Benson,0
36,1,666,7887,158666.99,0.0,15744979,Fowler,0
36,2,629,1794,146371.72,161757.87,15777922,Afamefuna,0
32,1,831,2875,194867.78,80262.66,15733581,Duncan,0
31,2,693,6218,107759.31,0.0,15670866,Chiu,0
29,1,752,5214,102930.46,129514.99,15783752,Lindsay,0
58,1,625,2246,192072.1,53772.73,15578799,Anayolisa,1
25,2,747,1742,42039.67,0.0,15742638,Wang,0
49,1,625,1021,165580.93,173434.9,15654673,Onyinyechukwuka,1
40,3,750,706,20451.99,168286.81,15580148,Welch,1
42,2,579,4295,85424.34,137560.38,15662203,Bremer,0
65,1,566,5577,107563.16,120100.41,15635964,Eve,1
40,2,618,7167,80204.38,0.0,15699238,Craig,0
40,1,678,8178,167673.37,128644.46,15610711,Eluemuno,0
31,1,685,909,125777.28,135213.71,15754713,Rivera,0
29,1,562,5194,6795.61,120307.58,15767757,Pisano,0
33,1,587,3078,55775.72,132603.36,15673367,Humffray,0
36,1,736,9367,70496.66,0.0,15656009,McIntyre,0
26,2,779,595,38296.21,174318.13,15603925,Greco,0
42,2,531,5305,57034.35,75302.85,15671345,Piccio,0
35,1,626,441,80190.36,0.0,15782735,Chukwuemeka,0
31,3,680,7607,176433.6,127331.46,15571571,Ting,0
40,2,583,4093,114093.73,0.0,15780779,Ramsbotham,0
25,2,699,6135,52404.47,0.0,15769781,Nucci,0
31,2,528,11,80181.12,102016.72,15767821,Bearce,0
33,1,750,3777,71333.44,152302.72,15652218,Morrison,0
38,2,702,9000,158527.45,0.0,15810910,Royston,0
34,1,565,3709,74593.84,0.0,15679983,Garmon,0
46,2,595,3781,48421.4,142360.62,15685290,Wall,1
29,2,769,94,172290.61,0.0,15640635,Capon,0
32,2,583,9240,18149.03,94753.55,15799653,Fiorentino,0
43,1,554,3950,24983.39,99906.89,15717937,Gibbons,0
48,2,753,5786,146821.42,0.0,15711733,Rapuokwu,0
43,1,648,4871,186438.86,107963.38,15573888,Ponomaryov,1
39,1,512,4803,134878.19,0.0,15756871,Capon,0
34,1,648,4868,54726.43,0.0,15768124,Liu,0
27,2,583,293,51285.49,0.0,15655774,Booth,0
31,1,594,7889,78255.86,79340.95,15683657,Stephenson,0
34,1,556,7406,104000.06,163757.06,15704315,Teng,0
33,1,608,5596,130474.03,0.0,15616431,Chiu,0
37,2,449,2887,82176.48,0.0,15675328,Knight,0
35,1,597,6455,155356.34,127510.99,15705899,Craig,0
41,3,549,2543,131710.59,95020.8,15791102,Mai,1
43,2,766,1766,36706.56,112088.04,15770101,Millar,0
35,1,711,6801,67508.01,0.0,15743149,Findlay,0
55,2,770,1878,185211.28,63127.41,15643630,Quaife,1
69,1,476,1982,134260.34,105303.73,15630913,Rosas,0
23,2,651,9730,170099.23,0.0,15615330,Tretiakova,0
44,2,700,9609,142287.65,0.0,15638247,Boan,0
60,2,679,2686,77331.77,0.0,15672115,Lettiere,0
69,1,724,8931,62280.91,117866.92,15665759,Russell,0
37,2,770,3459,22710.72,0.0,15748673,Nepean,0
36,1,617,4542,71519.4,115617.24,15815131,Howells,0
43,1,774,2179,17004.14,116360.07,15609562,MacDonald,0
59,1,633,4451,103159.11,103996.74,15791191,Mitchell,0
42,1,677,3860,21007.96,99580.13,15694450,Bianchi,0
61,2,719,7624,29132.43,0.0,15812470,Allan,0
38,1,614,7655,76042.48,72594.0,15641007,Holden,0
38,1,617,4520,27239.28,0.0,15713769,Michelides,0
36,2,592,2518,107948.72,104702.65,15577064,Onyekaozulu,0
26,1,609,4837,43651.49,126392.18,15728078,Yeh,0
42,2,660,2886,115509.59,0.0,15716024,Dennis,0
59,1,629,7282,116848.79,113657.83,15735572,Lawrence,1
55,3,547,6256,16922.28,111362.76,15589017,Chiu,1
37,2,718,4540,55100.09,0.0,15574206,Shillito,0
61,1,523,5640,21859.06,66250.71,15801316,Ifeatu,0
47,1,650,9460,187943.6,0.0,15640580,Obiora,0
34,2,729,3482,42855.97,53299.96,15644686,Kennedy,0
42,2,743,1278,80428.42,77002.2,15721719,Calabresi,0
28,2,548,3147,158585.17,116755.5,15730688,Yu,1
33,2,737,8263,115115.32,0.0,15772503,Burns,0
42,1,850,3206,19632.64,0.0,15733973,Bibi,1
40,1,604,9893,113581.85,155455.43,15796370,Shah,0
41,1,649,2743,70523.92,125785.23,15576126,Young,0
24,1,687,6077,158615.41,110495.27,15721019,Jones,0
21,1,720,4048,180712.28,123200.78,15656707,Ma,0
45,1,674,5732,102591.9,144889.18,15800746,Watson,1
20,1,835,2946,180197.74,124365.42,15776348,Rogers,1
27,2,486,5791,28823.04,0.0,15646351,Somerville,0
54,1,575,6795,144390.75,68332.96,15694098,Jackson,0
29,2,814,6544,147693.92,131968.57,15796218,Wei,0
32,2,750,701,95611.47,0.0,15803457,Hao,0
32,1,541,3575,114951.42,0.0,15683375,Compton,0
36,2,605,7700,35521.63,0.0,15622289,Rizzo,0
40,1,564,2516,85455.62,0.0,15744327,Ruth,1
40,2,532,3001,177099.71,0.0,15584545,Aksenov,0
37,1,721,5821,90821.66,98459.6,15717231,Yang,0
43,2,585,8582,89402.54,0.0,15580213,McIntyre,0
35,1,482,3685,79957.95,133111.73,15714006,Gardener,0
29,1,535,2996,185630.76,112367.34,15582492,Moore,0
33,1,452,4253,111868.23,153663.27,15787830,Bailey,0
37,1,711,3412,80215.2,113899.92,15815628,Moysey,0
56,1,634,7963,42429.88,116251.24,15623630,Foster,1
25,2,705,6310,112331.19,0.0,15785342,Shipp,0
30,2,596,8612,8125.39,0.0,15617029,Young,0
40,2,575,5013,122488.59,0.0,15703106,K'ung,0
25,2,550,7751,184221.11,0.0,15805162,Sutherland,0
24,2,677,5980,182913.95,148298.59,15698167,Kumm,0
63,2,602,4049,56323.21,0.0,15653715,Coates,0
32,1,803,4900,54277.45,192122.84,15696852,Hsu,1
43,3,598,1319,100722.72,0.0,15665077,Vogel,1
30,2,660,9773,60485.98,84440.1,15750549,Akobundu,0
38,1,535,9138,80425.65,135919.33,15583026,Welch,0
63,2,612,7143,122109.58,131629.17,15654859,Ngozichukwuka,1
37,2,673,1898,82351.06,0.0,15735428,Talbot,0
30,1,666,7466,74849.46,110153.27,15772941,Lane,0
30,1,566,604,54926.51,0.0,15592387,Burke,1
39,2,544,2847,146637.45,142406.43,15674950,Ebelechukwu,0
63,2,566,8208,52198.84,120787.18,15635125,Findlay,0
38,2,556,394,417.41,0.0,15684548,Demidov,1
26,1,508,4437,156424.4,205962.0,15664498,Golovanov,0
41,2,718,9448,27509.52,0.0,15810390,Amadi,1
35,1,512,7235,18785.48,124580.69,15624595,Chiang,0
44,1,831,5399,28144.07,111100.98,15648933,Reilly,1
35,1,515,96,121277.78,176273.95,15699461,Fiorentini,0
40,1,695,1663,193383.13,139022.24,15800229,Thorpe,0
61,2,758,8971,43982.41,0.0,15636105,Chung,0
38,2,691,5131,103511.26,163965.69,15631721,Millar,0
30,4,596,1489,41921.75,121345.88,15625824,Kornilova,1
53,2,651,8317,130132.41,0.0,15592025,Nnaemeka,0
38,1,637,2708,119882.86,104339.56,15628203,Pai,0
38,2,677,1596,187800.63,0.0,15711378,Willis,0
29,1,633,9278,130224.73,0.0,15604832,Hsia,0
50,2,549,2378,13608.18,94748.76,15637650,Williams,0
29,2,626,5141,41104.82,105767.28,15617790,Hanson,0
31,2,690,6148,55387.28,137260.45,15690526,Tuan,0
32,2,565,8242,5388.3,0.0,15592451,Lombardi,0
58,2,748,3949,124429.19,122330.7,15743818,Rowley,0
37,2,698,3934,25017.28,98400.61,15758013,Napolitano,0
32,1,793,4798,138191.81,96408.98,15666173,Chidumaga,0
31,1,628,4373,72350.47,88421.81,15730137,Udegbulam,0
27,2,756,9863,157932.75,0.0,15651958,Giles,0
50,1,478,8243,93332.64,0.0,15790455,Obialo,1
31,1,560,3449,79547.39,125341.69,15610903,Chukwueloka,0
41,1,678,2944,13160.03,0.0,15639277,Lin,0
32,1,763,2466,81310.1,95153.77,15612071,Wilson,0
32,1,668,8583,111241.37,134446.04,15637947,Wei,0
34,2,590,5507,160346.3,65812.35,15697028,McClinton,0
28,3,586,2699,170487.4,0.0,15729954,Azuka,1
26,1,621,2448,44220.4,75237.54,15715769,Hao,0
24,2,726,20,54724.03,0.0,15568982,Hao,0
48,1,401,2749,175753.55,128140.17,15753332,Loftus,1
35,1,733,5400,45959.86,102918.38,15628904,Bowen,0
50,2,576,8079,57802.62,0.0,15618446,Nnonso,0
48,1,636,6872,190160.04,120568.41,15658067,Walker,1
44,2,530,4709,55893.37,0.0,15811985,Power,0
48,1,650,9477,57594.78,138232.24,15571529,Kirby,0
37,1,657,810,122218.23,95845.6,15778463,Ikenna,0
56,1,677,7478,158325.87,119963.45,15646190,Saunders,1
27,1,726,2274,78970.58,123826.07,15679299,Shen,0
36,1,717,1924,179128.69,148061.89,15629575,Wheare,1
31,2,568,1471,61796.64,61592.14,15762332,Ulyanova,0
31,1,629,7935,130862.11,132876.55,15803886,Barber,0
22,2,639,7408,28188.96,0.0,15766663,Mahmood,0
32,1,702,2407,126082.18,71667.74,15725039,McIntyre,0
41,2,793,1143,152153.74,0.0,15763625,Hazon,0
34,1,586,1748,15034.93,74309.81,15659486,Yudina,0
39,1,644,5710,3740.93,0.0,15606158,Genovese,0
39,2,743,4976,44265.28,0.0,15573278,Kennedy,0
45,1,669,7301,110881.56,123949.75,15788224,Sanderson,0
47,1,780,8149,37973.13,86006.21,15572777,Meng,0
40,1,683,2834,75848.22,0.0,15680346,Chuang,0
39,2,648,3132,57995.74,126935.98,15614187,Pottinger,0
27,1,748,1311,131662.47,90971.85,15759317,Vasilieva,0
27,2,637,8651,91291.2,0.0,15731865,Unwin,0
48,2,656,6775,85240.61,0.0,15569432,Macleod,1
39,2,473,6757,85937.52,117103.26,15659567,Ch'iu,1
35,1,593,621,71154.1,114193.24,15682585,Guerra,0
31,2,649,2702,15200.61,0.0,15797010,Shen,0
29,1,762,2200,54122.89,141389.06,15770174,Piazza,0
29,1,698,6197,152723.23,95167.55,15576304,Bailey,0
35,2,643,8825,41549.64,0.0,15752388,Doyle,0
42,1,807,1047,16500.66,0.0,15644200,Hamilton,1
36,1,674,5769,27468.72,154525.7,15729083,Gorman,0
34,2,615,9948,73124.53,83503.11,15732202,Abramovich,1
34,2,421,9020,96615.23,0.0,15810227,Fanucci,0
49,3,611,744,161435.02,88915.37,15641675,Kirillova,1
42,2,567,223,167984.61,0.0,15727829,McIntyre,0
34,1,643,3150,65374.86,117451.47,15723373,Page,0
35,1,850,626,126355.8,110349.82,15604119,Alderete,0
25,2,641,9335,180808.39,0.0,15777217,Somadina,0
36,1,574,7567,167066.95,77967.5,15732943,Okwuoma,1
37,2,501,4583,12470.3,0.0,15663625,Johnson,0
35,1,617,5712,147636.46,104508.1,15730345,Miah,0
48,1,814,3285,185791.9,136596.85,15724150,Nkemdirim,0
40,1,490,7586,49594.19,0.0,15580579,Trevisani,1
71,1,850,9647,97893.4,69608.14,15603111,Muir,1
26,2,611,1531,120801.65,107508.93,15640953,Bligh,0
45,1,593,9686,10828.78,138825.19,15644280,Udegbunam,0
25,2,670,354,78358.94,0.0,15812007,Power,0
37,2,739,2475,191557.1,0.0,15693199,Shao,1
32,1,650,8014,163216.48,84906.45,15809872,Ikechukwu,0
41,1,497,6476,88729.22,80542.81,15566030,Tu,1
45,2,693,6450,23140.28,116546.59,15625706,White,1
28,2,703,240,162812.16,81173.83,15795149,Stevens,0
29,1,567,2626,109257.59,129750.68,15600724,Scott,0
34,2,803,9787,114869.56,142929.16,15609521,Chimaraoke,0
33,1,670,7199,66979.06,88294.6,15773934,Fang,0
74,1,634,7693,10078.02,108891.7,15807889,Wood,0
26,1,655,2998,32020.42,106198.5,15756820,Fleming,0
47,1,790,6441,16119.96,148636.21,15772559,Burrows,1
36,2,678,4563,27619.06,117864.85,15795895,Yermakova,0
32,1,797,8615,8877.06,151922.94,15809515,Lewis,0
32,2,595,1480,69428.79,131081.66,15640260,Okorie,0
45,1,850,1019,60083.11,103909.86,15602010,Zikoranaudodimma,1
25,2,480,3095,181647.13,174330.35,15738448,Sanford,0
37,2,709,6183,16733.59,0.0,15723786,Morris,0
42,2,811,4961,3797.79,0.0,15767626,Carpenter,0
28,2,494,8493,79479.74,114731.76,15804104,Romani,0
32,2,512,1104,80120.19,123403.85,15780144,Tisdall,0
52,1,526,6082,21228.71,93590.47,15813159,Hairston,1
46,1,618,9526,120668.46,150213.71,15699415,Lewis,1
36,2,735,5191,105152.17,0.0,15579548,Nicholson,0
26,1,656,4182,36308.93,139584.57,15675842,Pinto,0
31,2,538,4468,1375.46,0.0,15595391,Norris,0
28,2,617,1627,7597.83,0.0,15588248,Hs?,1
58,1,663,6718,74176.71,216109.88,15586674,Shaw,1
43,2,700,3799,59475.35,0.0,15621834,Game,0
34,2,601,3054,27022.57,0.0,15610140,He,0
27,1,559,2868,1050.33,0.0,15654211,Milani,0
44,1,573,1433,94862.93,0.0,15687959,Landman,0
36,1,774,7984,75304.09,114997.42,15628272,Singh,0
41,1,716,9347,113267.48,0.0,15805681,Chamberlain,0
26,1,686,9420,79189.4,57422.62,15798605,Tien,0
50,1,672,4077,12106.82,0.0,15676404,Kirillov,1
33,2,730,218,176576.62,0.0,15786308,Millar,0
36,1,528,3556,149912.28,156948.41,15629094,Fomin,1
22,2,468,7937,28123.99,0.0,15617401,Thomson,0
43,1,693,8422,36342.79,128760.32,15658258,Trejo,0
46,2,663,1035,176276.1,0.0,15689176,Fabro,0
35,3,749,3774,132649.85,0.0,15747854,Rudd,0
28,1,540,4133,80698.54,84121.04,15737571,Matveyev,0
48,2,724,2336,80552.11,110463.25,15581440,Christie,1
35,2,753,6493,18254.75,82453.96,15643121,Chu,0
26,1,574,1483,43093.67,97460.1,15605968,Fancher,0
33,1,685,907,43932.54,174912.72,15814275,Zikoranachidimma,0
30,2,661,6089,72196.57,0.0,15752912,Perkin,0
32,1,678,6467,118235.52,139626.01,15763683,Northern,1
26,2,749,5677,34948.77,0.0,15568104,Zubarev,0
32,2,676,2771,75465.41,0.0,15693347,Gardener,0
31,2,769,1806,53817.23,148913.72,15607381,King,0
38,1,682,7375,49833.5,116520.28,15696287,Converse,1
33,1,732,2115,119882.7,0.0,15746594,Wu,0
41,2,656,4535,158973.77,0.0,15629475,Clark,0
47,1,607,2532,79450.61,148826.32,15752300,Sagese,0
29,1,712,8526,38170.04,140170.61,15751084,Mancini,0
36,2,649,3471,75035.48,0.0,15585280,Kinney,0
29,1,757,1403,77469.38,130306.49,15613282,Vorobyova,0
41,1,511,853,39087.42,153895.65,15677610,Chambers,0
44,1,483,3083,192359.9,136836.49,15759066,Carpenter,1
30,1,694,8025,31805.49,144684.03,15743051,Hamilton,0
52,1,708,7566,123.07,105355.81,15623369,Clifton,1
34,2,691,5530,91359.79,133936.04,15812647,Yin,0
49,2,746,7855,10096.25,0.0,15801256,Bazhenov,0
29,1,683,4933,129891.66,157829.12,15661548,Ferri,0
69,1,762,5160,196993.69,183744.98,15651103,Sal,0
34,2,680,9716,98949.85,0.0,15762573,Bednall,0
48,2,554,3847,63708.07,0.0,15737354,Yin,0
41,2,619,6484,170518.83,147974.16,15621195,Ch'eng,0
46,1,450,748,54227.06,177619.71,15587535,Onyemauchechukwu,0
36,1,770,3035,105922.69,89800.14,15668504,Lucchesi,0
59,1,643,348,32171.79,170331.37,15747358,Russell,0
34,1,474,3352,160213.27,176311.36,15792729,Holland,0
37,1,708,2865,26912.34,153366.13,15597033,Speight,0
33,2,787,2168,62163.53,126588.81,15780846,Redding,0
38,1,611,6955,63202.0,0.0,15799042,Zaytseva,0
40,1,690,6210,189051.59,77641.99,15714062,Millar,1
61,1,758,2778,182184.09,125397.21,15776233,Kruglova,1
44,1,627,1442,114469.55,0.0,15688713,McCall,0
30,1,496,5658,27802.0,90963.49,15763381,Chan,0
32,1,606,9658,116885.59,83161.65,15740043,Young,0
42,1,774,3028,199316.19,137781.65,15792102,Yefremova,0
37,2,850,6118,119969.99,0.0,15674928,Mullah,0
37,2,750,2484,16870.2,0.0,15766896,Chieloka,0
37,2,551,2883,50578.4,0.0,15685829,McKay,0
56,1,771,5562,25222.6,0.0,15583073,Martin,1
21,1,742,764,31520.4,114292.48,15622750,Chu,0
39,2,606,6482,31708.53,136000.45,15664752,Jack,0
49,2,594,1617,23631.55,0.0,15665695,Potter,0
46,1,536,1223,61094.53,65733.41,15616280,Hsia,0
48,2,690,8665,3149.1,0.0,15666332,Donaldson,0
45,3,513,6222,49915.52,164649.52,15603554,Berkeley,1
40,2,613,1577,60706.33,95624.36,15647474,Niu,0
61,2,846,9392,96202.44,0.0,15639665,Herbert,0
48,1,640,6351,135995.58,111599.32,15799600,Coles,0
44,1,431,3783,37688.31,138843.7,15680449,Hsing,1
41,2,688,4375,65520.74,112871.19,15717290,Onyekaozulu,0
35,2,580,709,10357.03,0.0,15649423,Cooper,0
37,2,599,510,143739.29,0.0,15598883,King,0
33,2,538,2955,126962.41,0.0,15775562,Shoobridge,0
38,1,655,7538,188639.28,0.0,15773776,Ho,0
39,1,583,6339,52861.89,102945.01,15784161,Hargreaves,0
35,2,550,8923,197325.4,129847.75,15624703,Okonkwo,0
76,2,580,7064,51672.08,130334.84,15766183,Ferguson,0
34,1,607,7163,177747.72,132439.99,15780088,Porter,0
30,2,850,7372,62811.03,153972.89,15624850,Grant,0
34,2,707,6829,94912.78,162691.16,15806134,Storey,0
46,3,415,3616,178587.36,134950.19,15639357,Allan,1
38,1,843,4657,10804.04,134887.53,15654489,Fomin,0
38,1,556,6976,150679.65,115463.16,15644856,Bird,0
36,2,840,4351,141364.27,0.0,15754072,Dennis,0
35,1,634,712,129964.94,116269.01,15650288,Summers,0
35,1,850,6479,3769.71,102050.47,15573348,Maclean,0
40,1,838,9130,150659.35,61671.19,15747288,Ferri,1
34,1,724,8205,80320.3,132352.69,15570141,P'eng,0
51,2,773,9204,123587.83,0.0,15774401,Chambers,1
38,1,632,713,92816.86,120599.21,15629448,Brady,0
73,1,735,9113,114283.33,0.0,15567339,Shaw,0
44,1,626,1246,20063.63,81553.93,15658052,Cameron,1
27,2,455,9786,70774.97,155879.09,15609187,Cox,0
33,2,579,6849,164608.98,65667.79,15634628,Brown,0
37,1,479,5134,160060.9,118433.94,15668104,Kerr,0
34,2,786,716,144517.19,0.0,15578977,Robinson,0
43,1,600,3464,177378.66,133379.41,15791216,Mann,1
24,2,479,4395,169505.83,107637.97,15669175,Ts'ai,0
32,1,584,4569,137439.34,40172.91,15672875,Piccio,0
41,1,721,8804,64477.25,135071.12,15741181,Ndubuagha,0
41,2,522,8490,176780.39,0.0,15686538,Nixon,0
29,1,677,7702,91903.9,86616.35,15702801,Ts'ao,1
41,2,620,213,88852.47,0.0,15573152,Glassman,0
33,1,554,9768,12766.74,117413.95,15610419,Chukwueloka,0
29,2,850,6839,10672.54,0.0,15680804,Abbott,0
40,1,724,1011,127847.25,0.0,15799811,Herrera,1
31,2,763,324,50404.72,0.0,15585215,Yuan,0
42,2,591,5397,131753.97,161651.37,15691011,Shoebridge,0
32,2,573,5991,130234.63,125321.84,15625494,Li Fonti,0
32,1,665,3173,11865.76,132178.67,15692819,Toscani,0
37,1,626,335,5597.94,108269.37,15742668,Day,0
58,3,746,8306,80344.96,0.0,15605698,Harrison,1
34,3,673,2211,76703.1,127122.79,15769917,Onyekachi,0
33,2,465,4272,78698.09,0.0,15707132,Yudin,0
40,1,670,6741,69850.04,147171.2,15618816,Yu,0
20,2,767,234,150135.38,119714.25,15723886,Fiore,0
57,3,834,5951,140225.14,112281.6,15806808,Hope,1
35,2,682,5738,16910.98,117438.92,15575428,Mistry,0
35,2,588,7922,108739.15,0.0,15702293,Medvedeva,0
45,1,824,2349,60151.77,129209.48,15775203,Chia,0
34,1,782,2037,42143.61,147422.44,15756875,Freeman,0
35,1,772,7485,25448.31,0.0,15646563,Wright,0
31,2,529,6007,26817.23,0.0,15636395,King,0
30,2,581,4554,199464.08,0.0,15763613,Barlow,0
51,1,780,8073,195259.31,126725.25,15661473,Boni,1
25,2,465,1459,10472.31,78247.31,15678385,Lange,0
30,1,640,3289,187632.22,107499.7,15807837,Mazzanti,0
35,2,506,3065,26318.73,110046.93,15762228,Barnes,0
38,3,684,9437,75609.84,0.0,15771000,Powell,0
49,2,636,775,158887.09,113599.74,15789158,Nikitina,1
21,2,594,6833,168186.11,87096.82,15688498,Chu,0
45,3,629,872,9217.55,129818.39,15692750,McGregor,1
47,2,683,8750,148989.15,0.0,15701238,Chia,0
42,1,638,1264,32916.29,165679.92,15726557,Lai,0
32,1,762,4834,179657.83,191775.65,15807003,Jennings,0
37,1,595,3895,134767.13,157084.99,15735687,Chinweuba,0
34,1,550,6324,116495.55,122359.5,15615828,Mitchell,0
37,2,673,9213,37411.35,0.0,15605339,Baker,0
36,1,637,7020,71692.8,152606.82,15699839,Hall,0
33,2,725,1221,177279.41,115182.84,15654654,L?,0
33,1,637,1447,109219.43,145731.83,15680855,Iloabuchi,0
